DeliveryID,Date,HubID,VehicleID,DriverID,CustomerID,PackageCategory,DistanceKm,WeightKg,PromisedHours,ActualHours,Status,FailureReason,FuelCost,DeliveryCost,Revenue,CustomerRating
40596,2024-05-23,4,37,57,533,Elektronika,9.9,9.12,24,13.6,Vaxtında,,1.29,8.9,18.52,5.0
40597,2025-05-25,5,47,62,1335,Qida,4.8,5.87,24,16.5,Vaxtında,,0.43,4.02,9.83,5.0
40598,2023-07-23,1,14,6,712,Mebel/İri həcmli,9.2,10.99,24,30.8,Gecikmiş,,0.32,4.75,10.18,4.3
40599,2024-08-30,3,33,43,791,Elektronika,7.9,4.91,24,25.9,Gecikmiş,,1.74,10.04,21.92,3.9
40600,2023-10-09,5,50,62,1144,Elektronika,6.0,6.66,24,16.1,Vaxtında,,0.54,4.7,8.96,4.0
40601,2024-10-08,3,32,42,1380,Sənəd,17.8,6.37,24,18.9,Vaxtında,,0.62,7.62,16.76,4.9
40602,2024-02-20,2,24,24,590,Geyim,19.2,2.63,24,20.6,Vaxtında,,1.73,11.84,26.26,4.5
40603,2023-02-02,2,20,21,53,Geyim,14.0,4.48,72,78.4,Gecikmiş,,1.26,9.03,20.68,2.5
40604,2023-03-23,2,18,25,795,Sənəd,10.8,17.16,24,18.5,Vaxtında,,0.97,7.65,16.05,5.0
40605,2024-04-27,3,26,39,735,Geyim,37.2,20.93,48,46.4,Vaxtında,,3.35,22.29,45.06,3.8
40606,2023-05-28,1,3,17,590,Elektronika,2.2,8.97,24,28.6,Gecikmiş,,0.29,3.12,9.16,4.1
40607,2024-08-29,2,24,20,707,Sənəd,8.0,15.33,4,2.5,Vaxtında,,0.72,6.06,12.38,3.7
40608,2024-05-09,3,31,40,1002,Sənəd,20.0,9.69,24,13.7,Vaxtında,,1.8,12.49,25.16,4.3
40609,2023-06-19,5,46,70,39,Elektronika,10.1,3.97,48,25.2,Vaxtında,,0.35,4.85,9.88,3.7
40610,2024-12-23,3,33,46,530,Mebel/İri həcmli,6.4,15.66,48,48.3,Uğursuz,Müştəri əlçatan olmadı,1.41,8.71,2.4,
40611,2025-06-15,6,60,87,348,Qida,21.0,6.2,48,48.7,Gecikmiş,,2.73,17.14,32.86,3.4
40612,2024-12-03,2,18,19,147,Kosmetika,5.6,34.11,24,16.3,Vaxtında,,0.5,5.3,12.7,5.0
40613,2023-01-07,4,39,56,85,Geyim,16.6,1.48,48,29.2,Vaxtında,,0.58,7.05,14.6,5.0
40614,2024-01-15,1,11,16,978,Sənəd,2.7,6.92,4,2.9,Vaxtında,,0.09,2.35,6.85,3.6
40615,2025-04-05,1,12,16,1255,Elektronika,17.0,9.35,48,29.2,Vaxtında,,2.21,14.23,27.37,5.0
40616,2025-05-03,5,47,64,980,Qida,2.8,6.66,48,23.6,Vaxtında,,0.25,2.94,6.28,3.8
40617,2024-03-09,3,28,41,369,Elektronika,13.6,6.56,24,26.4,Gecikmiş,,1.22,8.88,16.86,4.5
40618,2023-02-03,6,63,76,83,Geyim,9.6,4.6,48,34.4,Vaxtında,,0.86,6.62,14.27,4.2
40619,2024-07-16,4,43,54,1106,Kosmetika,4.4,6.62,24,14.2,Vaxtında,,0.15,2.94,7.53,4.0
40620,2024-09-23,2,17,30,1207,Kosmetika,6.3,14.71,4,1.9,Vaxtında,,0.57,5.11,11.0,4.7
40621,2023-05-18,4,43,58,515,Sənəd,6.1,10.59,48,48.9,Gecikmiş,,0.21,3.65,10.66,4.5
40622,2024-01-02,2,20,28,524,Elektronika,8.9,5.03,24,17.5,Vaxtında,,0.8,6.25,14.23,4.9
40623,2023-04-16,2,20,32,1343,Sənəd,15.8,3.12,48,39.5,Vaxtında,,1.42,9.98,22.2,4.3
40624,2025-03-04,1,4,17,749,Elektronika,10.0,3.01,24,11.6,Vaxtında,,0.9,6.79,12.72,5.0
40625,2023-02-01,5,52,68,24,Mebel/İri həcmli,22.6,13.41,4,3.2,Vaxtında,,4.97,26.46,51.63,4.2
40626,2024-09-27,2,16,22,1475,Sənəd,16.9,3.97,24,17.0,Vaxtında,,0.59,7.23,17.77,5.0
40627,2024-11-12,4,42,54,988,Kosmetika,9.7,4.02,4,3.1,Vaxtında,,2.13,11.99,24.45,5.0
40628,2024-06-07,1,5,8,1313,Elektronika,12.4,2.15,48,39.6,Vaxtında,,1.12,8.08,17.82,4.8
40629,2023-06-17,5,51,61,1127,Sənəd,12.8,14.27,4,2.3,Vaxtında,,1.15,8.67,19.07,5.0
40630,2025-05-04,5,52,59,1436,Geyim,4.5,9.62,4,1.1,Vaxtında,,0.99,6.44,15.19,5.0
40631,2023-03-19,3,35,44,650,Kosmetika,18.5,2.24,4,2.8,Vaxtında,,1.66,11.44,25.39,4.6
40632,2024-06-29,4,44,47,1384,Qida,12.9,9.4,48,26.0,Vaxtında,,1.68,11.16,23.42,4.0
40633,2023-07-28,3,29,41,211,Mebel/İri həcmli,9.2,7.58,48,12.6,Vaxtında,,1.2,8.33,15.46,4.1
40634,2025-04-17,3,27,40,606,Geyim,25.1,4.9,24,20.2,Vaxtında,,5.52,28.96,53.01,4.3
40635,2024-02-15,5,53,60,557,Qida,13.5,22.85,4,2.7,Vaxtında,,1.76,12.01,24.9,4.2
40636,2023-01-08,6,54,80,458,Mebel/İri həcmli,17.4,23.91,48,21.0,Vaxtında,,0.61,8.01,18.43,4.1
40637,2025-01-06,2,25,22,1348,Geyim,22.4,0.86,24,20.4,Vaxtında,,2.91,18.03,33.49,4.5
40638,2023-08-15,2,22,23,814,Kosmetika,11.3,3.21,48,57.2,Gecikmiş,,0.4,5.25,11.6,2.0
40639,2023-06-24,2,21,29,1270,Qida,21.9,11.77,4,2.7,Vaxtında,,0.77,9.22,22.07,5.0
40640,2023-03-22,4,42,49,629,Geyim,6.5,2.36,4,1.0,Vaxtında,,1.43,8.42,18.95,5.0
40641,2025-03-04,4,42,52,1243,Kosmetika,9.0,18.78,48,19.2,Vaxtında,,1.98,11.66,23.94,3.9
40642,2023-02-26,1,10,6,395,Qida,19.6,21.09,48,47.3,Vaxtında,,2.55,16.53,31.85,4.2
40643,2023-05-15,1,14,6,282,Elektronika,30.2,14.26,4,2.1,Vaxtında,,1.06,12.2,28.75,4.8
40644,2023-08-26,4,43,49,160,Geyim,16.3,5.7,24,11.3,Vaxtında,,0.57,7.08,15.5,5.0
40645,2024-04-16,1,14,7,1478,Geyim,8.1,2.43,48,27.2,Vaxtında,,0.28,4.11,8.44,3.9
40646,2023-08-05,1,14,5,1104,Mebel/İri həcmli,7.5,3.96,24,14.3,Vaxtında,,0.26,3.94,11.1,4.5
40647,2025-01-08,2,21,30,712,Geyim,6.8,8.19,24,20.3,Vaxtında,,0.24,3.83,9.99,3.7
40648,2023-01-26,5,50,67,1336,Elektronika,10.9,8.88,48,18.2,Vaxtında,,0.98,7.46,15.22,4.0
40649,2023-07-06,2,20,25,810,Kosmetika,5.8,13.03,48,44.8,Vaxtında,,0.52,4.78,12.13,5.0
40650,2025-05-31,4,40,52,945,Kosmetika,15.2,7.98,48,35.8,Vaxtında,,1.37,9.8,22.07,4.5
40651,2024-09-21,6,56,84,499,Geyim,20.2,9.0,4,3.1,Vaxtında,,0.71,8.54,19.71,4.9
40652,2024-12-09,1,1,11,508,Sənəd,17.3,17.37,24,26.4,Gecikmiş,,2.25,14.7,27.79,4.1
40653,2023-04-26,3,35,42,373,Elektronika,7.4,15.25,48,25.6,Vaxtında,,0.67,5.73,12.58,5.0
40654,2025-03-25,6,57,72,690,Sənəd,11.3,7.71,24,13.6,Vaxtında,,0.4,5.39,12.97,3.9
40655,2024-09-05,1,9,2,461,Mebel/İri həcmli,11.0,2.76,48,34.3,Vaxtında,,0.38,5.13,11.05,3.3
40656,2025-06-10,6,66,88,703,Geyim,9.2,7.03,4,2.4,Vaxtında,,0.32,4.63,9.72,4.6
40657,2023-06-12,2,25,26,456,Geyim,27.3,9.54,48,28.0,Vaxtında,,3.55,21.96,43.16,3.9
40658,2024-02-18,1,1,16,1446,Elektronika,8.2,3.37,24,21.2,Vaxtında,,1.07,7.45,15.67,4.3
40659,2023-06-27,5,52,61,989,Elektronika,9.1,8.43,24,9.8,Vaxtında,,2.0,11.46,22.17,4.8
40660,2023-10-07,2,18,29,259,Elektronika,20.3,15.95,24,10.5,Vaxtında,,1.83,12.84,27.24,4.7
40661,2025-03-08,4,36,49,674,Qida,21.3,0.7,24,29.9,Gecikmiş,,0.75,8.68,19.83,1.9
40662,2023-07-31,3,34,40,397,Qida,5.0,3.53,72,5.8,Vaxtında,,0.45,4.06,8.63,4.6
40663,2023-02-23,4,38,55,576,Kosmetika,9.1,12.53,24,20.7,Vaxtında,,0.82,6.58,15.3,3.6
40664,2023-03-08,1,5,5,93,Sənəd,9.8,13.96,72,64.0,Vaxtında,,0.88,7.01,15.8,5.0
40665,2024-06-27,2,23,27,403,Qida,13.8,20.14,24,15.5,Vaxtında,,1.24,9.39,19.78,3.8
40666,2025-02-01,4,41,52,132,Elektronika,18.0,22.21,24,20.7,Vaxtında,,0.63,8.17,18.43,4.4
40667,2024-06-03,2,20,22,1243,Elektronika,16.0,3.55,24,27.7,Gecikmiş,,1.44,10.11,21.38,3.8
40668,2024-05-13,4,37,55,1041,Geyim,17.9,7.54,24,21.4,Vaxtında,,2.33,14.85,30.82,4.0
40669,2024-03-06,6,54,81,77,Elektronika,9.7,6.75,24,24.2,Gecikmiş,,0.34,4.8,13.18,3.7
40670,2024-12-27,1,6,15,1322,Kosmetika,6.8,3.9,24,9.0,Uğursuz,Ünvan tapılmadı,0.24,3.7,1.55,
40671,2023-02-15,5,52,61,685,Kosmetika,10.7,4.97,48,38.8,Vaxtında,,2.35,13.12,26.16,4.3
40672,2024-08-14,1,12,2,266,Geyim,13.7,15.05,24,10.9,Vaxtında,,1.78,11.93,22.7,4.5
40673,2023-02-04,6,64,76,359,Elektronika,13.5,8.7,4,4.4,Gecikmiş,,0.47,6.19,16.37,3.1
40674,2023-07-08,6,60,82,91,Kosmetika,10.5,3.0,72,58.7,Vaxtında,,1.36,9.16,19.36,4.0
40675,2023-03-30,3,28,45,604,Elektronika,9.8,3.82,48,37.5,Vaxtında,,0.88,6.7,16.0,4.6
40676,2023-12-01,2,15,34,325,Sənəd,15.8,2.47,24,18.1,Vaxtında,,0.55,6.8,17.63,4.6
40677,2023-05-16,4,40,51,1099,Elektronika,10.2,4.76,24,19.6,Vaxtında,,0.92,6.95,13.1,4.1
40678,2024-06-29,6,60,80,307,Qida,8.3,3.99,4,2.4,Uğursuz,Vaxt pəncərəsi buraxıldı,1.08,7.54,2.27,
40679,2025-03-03,1,8,2,643,Qida,16.5,5.18,48,26.8,Vaxtında,,0.58,7.13,15.03,4.2
40680,2023-04-23,2,22,31,1015,Elektronika,14.7,5.09,48,28.0,Vaxtında,,0.51,6.5,14.83,4.4
40681,2023-06-21,2,16,24,325,Kosmetika,15.7,10.93,4,1.7,Vaxtında,,0.55,7.02,16.15,4.4
40682,2023-12-05,5,46,69,1108,Elektronika,20.3,6.67,24,18.1,Vaxtında,,0.71,8.51,18.04,4.7
40683,2024-07-08,1,1,1,835,Kosmetika,7.7,17.71,24,17.9,Vaxtında,,1.0,7.51,15.41,5.0
40684,2025-06-12,3,34,46,152,Elektronika,31.9,3.12,24,13.1,Vaxtında,,2.87,18.84,35.78,3.6
40685,2024-06-08,2,17,28,1066,Elektronika,16.8,6.29,48,10.5,Vaxtında,,1.51,10.63,23.31,5.0
40686,2023-06-23,5,47,61,1259,Kosmetika,6.8,5.65,48,34.8,Vaxtında,,0.61,5.11,11.87,5.0
40687,2024-09-28,2,19,20,1410,Sənəd,13.5,10.98,24,19.3,Vaxtında,,0.47,6.25,15.38,5.0
40688,2023-11-28,6,62,84,1227,Elektronika,5.6,5.99,24,16.5,Vaxtında,,0.2,3.34,6.91,4.1
40689,2023-07-26,1,6,6,211,Qida,16.6,22.79,24,20.0,Vaxtında,,0.58,7.69,17.39,5.0
40690,2023-12-09,1,1,12,1073,Elektronika,26.5,5.67,48,31.6,Vaxtında,,3.44,21.25,41.49,4.9
40691,2023-04-14,2,24,21,1204,Elektronika,16.1,31.13,48,46.8,Vaxtında,,1.45,10.99,20.6,3.1
40692,2024-10-03,1,11,5,1492,Mebel/İri həcmli,14.3,13.29,24,4.3,Vaxtında,,0.5,6.6,13.52,4.7
40693,2023-02-09,4,40,53,846,Sənəd,9.2,2.67,72,59.2,Vaxtında,,0.83,6.34,14.9,4.5
40694,2023-01-23,5,46,69,687,Geyim,16.1,2.04,24,20.4,Vaxtında,,0.56,6.9,18.05,4.6
40695,2023-09-09,4,41,51,396,Kosmetika,12.7,6.49,24,13.0,Vaxtında,,0.44,5.84,13.36,5.0
40696,2025-04-16,6,57,85,313,Geyim,9.8,15.15,24,16.3,Vaxtında,,0.34,5.08,11.14,4.3
40697,2023-10-17,2,18,35,193,Kosmetika,27.8,5.72,48,27.4,Vaxtında,,2.5,16.66,34.14,4.2
40698,2023-07-21,6,64,82,922,Sənəd,13.0,10.9,24,27.5,Gecikmiş,,0.46,6.08,13.98,3.4
40699,2023-06-04,1,12,11,781,Sənəd,13.7,4.98,48,23.7,Vaxtında,,1.78,11.62,22.08,5.0
40700,2024-07-20,5,52,69,680,Geyim,10.6,10.74,24,14.2,Vaxtında,,2.33,13.18,24.17,5.0
40701,2023-04-16,1,8,17,898,Mebel/İri həcmli,25.3,7.05,48,25.1,Vaxtında,,0.89,10.27,22.73,5.0
40702,2023-09-17,3,32,43,1076,Kosmetika,10.6,2.62,4,1.5,Vaxtında,,0.37,4.99,10.96,5.0
40703,2023-07-19,3,33,45,990,Elektronika,13.3,2.38,24,15.8,Vaxtında,,2.93,15.9,30.48,4.9
40704,2025-04-17,5,53,69,27,Sənəd,12.7,1.0,24,21.0,Vaxtında,,1.65,10.75,21.72,4.4
40705,2023-08-05,4,43,58,671,Mebel/İri həcmli,11.7,6.34,24,18.9,Vaxtında,,0.41,5.49,13.61,5.0
40706,2024-02-15,2,16,28,289,Elektronika,31.3,3.44,24,12.3,Vaxtında,,1.1,12.26,28.91,5.0
40707,2024-07-12,5,51,61,1047,Kosmetika,11.8,8.34,4,2.0,Vaxtında,,1.06,7.94,18.55,5.0
40708,2025-05-31,5,46,60,961,Geyim,6.8,6.77,24,22.4,Vaxtında,,0.24,3.78,8.1,3.2
40709,2023-04-27,1,12,7,202,Elektronika,9.3,7.14,48,45.5,Vaxtında,,1.21,8.39,18.52,4.8
40710,2025-06-04,5,47,60,1172,Elektronika,23.8,20.12,24,7.7,Vaxtında,,2.14,14.89,31.41,3.6
40711,2024-02-28,3,31,36,194,Sənəd,15.1,2.12,24,17.9,Vaxtında,,1.36,9.57,18.44,5.0
40712,2023-07-31,5,50,62,672,Qida,9.8,5.32,4,2.2,Vaxtında,,0.88,6.75,13.54,4.0
40713,2023-06-04,1,11,14,301,Elektronika,2.9,7.88,24,17.2,Vaxtında,,0.1,2.45,5.57,5.0
40714,2023-09-20,1,8,1,551,Qida,7.1,0.92,24,16.9,Vaxtında,,0.25,3.71,8.99,4.3
40715,2024-05-21,4,36,57,699,Elektronika,10.1,4.32,48,41.4,Vaxtında,,0.35,4.86,11.49,4.0
40716,2023-05-31,1,4,3,760,Geyim,20.2,1.76,48,27.9,Vaxtında,,1.82,12.36,25.69,3.8
40717,2023-07-31,3,33,38,1190,Sənəd,19.2,18.66,48,37.9,Vaxtında,,4.22,22.88,41.76,3.4
40718,2023-07-11,4,42,57,100,Elektronika,9.2,12.04,24,10.1,Vaxtında,,2.02,11.68,21.02,5.0
40719,2025-05-30,3,32,37,800,Sənəd,13.0,11.41,48,27.4,Vaxtında,,0.46,6.09,15.34,3.8
40720,2025-01-24,4,36,53,1235,Mebel/İri həcmli,6.6,5.4,48,20.4,Vaxtında,,0.23,3.67,9.18,4.4
40721,2023-04-08,3,35,46,990,Mebel/İri həcmli,14.5,6.13,24,20.9,Vaxtında,,1.3,9.36,19.89,4.5
40722,2024-06-24,2,19,26,1038,Sənəd,4.1,9.8,72,49.9,Vaxtında,,0.14,2.93,9.03,5.0
40723,2024-12-01,1,4,12,531,Qida,17.3,13.24,48,15.7,Vaxtında,,1.56,11.11,23.21,3.5
40724,2023-06-21,5,50,60,950,Elektronika,10.4,22.96,4,1.6,Vaxtında,,0.94,7.61,16.97,5.0
40725,2024-01-06,5,49,59,738,Sənəd,4.4,32.52,24,14.4,Vaxtında,,0.57,5.48,10.65,4.4
40726,2024-12-09,1,11,12,426,Kosmetika,16.2,3.57,48,42.9,Vaxtında,,0.57,6.98,18.12,4.9
40727,2023-06-04,5,53,62,1358,Geyim,19.9,2.34,24,17.4,Vaxtında,,2.59,16.2,33.96,3.8
40728,2023-05-20,1,13,16,1450,Elektronika,8.7,1.93,24,8.0,Vaxtında,,1.91,10.83,21.72,4.4
40729,2025-03-15,2,22,30,695,Geyim,16.2,9.08,48,45.3,Vaxtında,,0.57,7.14,16.77,4.5
40730,2025-03-12,2,21,34,244,Sənəd,7.7,5.94,24,15.7,Vaxtında,,0.27,4.07,10.11,4.0
40731,2023-09-13,4,36,49,1325,Elektronika,11.5,2.56,24,14.7,Vaxtında,,0.4,5.3,14.5,5.0
40732,2024-11-06,1,11,5,562,Sənəd,7.4,26.74,24,27.5,Gecikmiş,,0.26,4.59,10.93,4.3
40733,2024-10-07,5,52,61,1181,Elektronika,2.7,15.21,72,61.5,Vaxtında,,0.59,4.63,10.4,4.9
40734,2025-05-13,6,63,76,1305,Elektronika,8.9,8.61,48,15.2,Vaxtında,,0.8,6.35,14.25,5.0
40735,2024-02-20,6,63,72,32,Elektronika,16.3,20.31,24,17.4,Vaxtında,,1.47,10.77,23.74,5.0
40736,2023-11-25,1,14,6,113,Sənəd,11.8,11.54,24,12.6,Vaxtında,,0.41,5.68,12.44,4.8
40737,2024-01-13,6,63,86,1273,Geyim,8.8,12.46,24,14.0,Vaxtında,,0.79,6.41,13.97,4.7
40738,2023-09-23,3,35,43,1438,Sənəd,7.1,5.55,72,36.6,Vaxtında,,0.64,5.27,12.49,4.4
40739,2024-06-24,4,41,53,1288,Kosmetika,10.7,20.61,48,20.3,Vaxtında,,0.37,5.56,13.1,4.9
40740,2023-05-19,6,56,88,167,Elektronika,10.5,3.0,48,63.0,Gecikmiş,,0.37,4.96,10.44,3.8
40741,2025-05-09,4,41,52,903,Qida,7.1,5.6,24,14.1,Vaxtında,,0.25,3.85,9.79,3.7
40742,2025-04-03,2,15,25,781,Sənəd,14.8,3.88,4,2.3,Vaxtında,,0.52,6.5,13.66,4.6
40743,2024-08-19,3,33,40,352,Geyim,13.4,12.69,48,29.5,Vaxtında,,2.95,16.32,30.72,3.5
40744,2024-05-26,4,38,57,336,Qida,13.0,2.77,48,46.9,Vaxtında,,1.17,8.43,16.81,4.2
40745,2023-09-06,6,60,80,1325,Geyim,4.9,1.75,24,14.2,Vaxtında,,0.64,4.93,12.35,5.0
40746,2025-05-12,5,45,62,497,Sənəd,5.1,1.69,48,35.1,Vaxtında,,0.46,4.06,7.69,4.3
40747,2025-04-05,3,30,37,1357,Mebel/İri həcmli,10.8,4.39,48,10.2,Vaxtında,,1.4,9.43,18.98,4.3
40748,2025-01-14,1,1,2,647,Kosmetika,9.9,5.83,24,12.8,Vaxtında,,1.29,8.8,18.45,4.3
40749,2023-11-04,2,22,18,1252,Kosmetika,17.2,3.14,48,32.6,Vaxtında,,0.6,7.31,16.78,5.0
40750,2024-07-26,2,15,26,74,Kosmetika,17.0,8.9,72,41.5,Uğursuz,Vaxt pəncərəsi buraxıldı,0.6,7.42,2.84,
40751,2025-02-23,1,9,5,268,Geyim,10.5,9.35,24,9.9,Vaxtında,,0.37,5.16,12.58,3.6
40752,2023-08-07,4,44,51,880,Kosmetika,24.2,1.07,24,10.9,Vaxtında,,3.15,19.38,37.3,4.5
40753,2025-03-08,5,45,62,748,Kosmetika,38.2,12.13,48,14.4,Uğursuz,Zədəli çatdırılma,3.44,22.57,6.45,
40754,2025-01-30,2,22,24,692,Geyim,7.3,15.85,48,39.7,Vaxtında,,0.26,4.23,10.29,4.9
40755,2024-08-06,5,47,69,158,Elektronika,17.5,5.19,72,60.8,Vaxtında,,1.58,10.98,22.33,5.0
40756,2023-10-20,4,36,49,537,Elektronika,8.1,2.72,24,13.5,Vaxtında,,0.28,4.12,9.2,3.6
40757,2025-06-19,2,17,31,703,Elektronika,16.4,14.65,48,37.0,Vaxtında,,1.48,10.66,23.0,5.0
40758,2024-02-14,4,42,47,541,Geyim,8.5,11.95,24,38.4,Gecikmiş,,1.87,10.91,19.88,2.6
40759,2023-07-17,4,36,57,684,Qida,20.1,10.17,24,21.8,Vaxtında,,0.7,8.54,18.91,4.6
40760,2023-03-21,3,30,45,1384,Kosmetika,11.5,2.44,24,12.0,Vaxtında,,1.5,9.9,21.8,3.3
40761,2024-01-20,2,17,22,240,Elektronika,10.3,0.43,48,32.6,Vaxtında,,0.93,6.88,15.23,4.6
40762,2023-05-17,1,9,12,294,Geyim,14.7,9.73,24,23.5,Vaxtında,,0.51,6.64,15.23,3.6
40763,2023-08-01,1,3,14,1491,Kosmetika,10.4,14.69,48,36.1,Vaxtında,,1.35,9.44,18.38,4.6
40764,2025-04-18,6,63,74,452,Sənəd,11.8,7.64,24,23.6,Vaxtında,,1.06,7.92,16.55,4.2
40765,2024-09-10,1,11,2,317,Elektronika,17.3,4.31,48,32.5,Vaxtında,,0.61,7.38,15.26,4.1
40766,2023-07-26,4,44,50,76,Qida,11.1,5.98,48,49.0,Gecikmiş,,1.44,9.7,21.22,3.3
40767,2024-10-25,6,64,82,342,Elektronika,5.7,5.68,24,15.1,Vaxtında,,0.2,3.37,7.62,4.4
40768,2023-05-13,5,48,62,646,Elektronika,4.7,1.99,24,10.4,Vaxtında,,0.16,2.9,7.7,5.0
40769,2023-06-15,1,14,11,179,Elektronika,3.9,17.2,24,24.5,Gecikmiş,,0.14,3.08,6.91,2.8
40770,2024-05-17,5,53,62,553,Mebel/İri həcmli,16.2,28.51,24,22.9,Vaxtında,,2.11,14.21,28.86,4.7
40771,2024-03-05,4,40,58,1098,Kosmetika,9.1,3.14,48,36.6,Vaxtında,,0.82,6.3,13.84,4.8
40772,2023-06-29,2,19,28,919,Kosmetika,9.9,1.77,4,4.0,Vaxtında,,0.35,4.72,10.31,5.0
40773,2023-05-01,4,37,52,1148,Qida,3.6,13.58,48,27.1,Vaxtında,,0.47,4.31,11.62,5.0
40774,2023-06-23,5,51,63,11,Elektronika,5.1,5.5,48,21.9,Vaxtında,,0.46,4.17,10.93,4.2
40775,2023-11-27,1,12,3,45,Geyim,12.5,3.67,24,21.8,Vaxtında,,1.62,10.69,21.63,4.8
40776,2023-03-09,5,50,66,970,Sənəd,18.9,16.2,24,9.1,Vaxtında,,1.7,12.08,23.81,4.8
40777,2024-11-29,1,10,4,222,Elektronika,4.4,3.14,24,21.8,Vaxtında,,0.57,4.59,8.9,3.5
40778,2023-05-18,3,35,37,974,Sənəd,12.5,19.95,24,17.9,Vaxtında,,1.12,8.67,20.08,4.2
40779,2025-05-15,1,9,2,218,Kosmetika,18.2,10.9,24,5.5,Vaxtında,,0.64,7.9,19.14,5.0
40780,2025-06-18,4,37,51,1152,Sənəd,10.4,3.04,48,28.8,Vaxtında,,1.35,9.09,18.11,3.7
40781,2023-11-04,1,8,1,1264,Kosmetika,5.0,9.08,48,24.9,Vaxtında,,0.18,3.22,8.24,5.0
40782,2023-11-26,2,18,28,587,Qida,14.6,3.49,24,5.3,Vaxtında,,1.31,9.33,21.03,4.7
40783,2023-08-26,1,9,2,1373,Qida,8.2,17.57,48,9.6,Vaxtında,,0.29,4.6,9.2,5.0
40784,2024-06-13,5,46,64,118,Mebel/İri həcmli,8.9,10.45,24,13.9,Vaxtında,,0.31,4.63,12.23,4.7
40785,2023-03-17,1,14,16,102,Mebel/İri həcmli,9.1,6.71,4,4.2,Gecikmiş,,0.32,4.59,12.01,3.9
40786,2023-05-31,4,37,47,1140,Elektronika,3.6,20.23,4,1.9,Vaxtında,,0.47,4.51,10.27,3.2
40787,2024-09-11,4,41,48,33,Geyim,19.2,17.09,48,28.6,Vaxtında,,0.67,8.43,19.6,4.1
40788,2024-10-26,1,12,13,1407,Geyim,13.9,2.34,48,32.4,Vaxtında,,1.81,11.7,21.72,5.0
40789,2023-11-12,3,31,42,231,Qida,18.9,0.77,24,24.3,Gecikmiş,,1.7,11.62,25.13,3.1
40790,2023-02-06,3,28,36,607,Mebel/İri həcmli,6.3,8.92,24,4.8,Uğursuz,Ünvan tapılmadı,0.57,4.93,1.78,
40791,2025-04-24,3,26,38,292,Kosmetika,9.4,3.25,48,12.3,Vaxtında,,0.85,6.47,15.25,3.2
40792,2024-10-19,6,56,84,1485,Elektronika,12.7,23.12,48,44.2,Vaxtında,,0.44,6.34,14.32,5.0
40793,2023-05-06,1,13,6,572,Sənəd,6.6,5.73,24,12.8,Vaxtında,,1.45,8.63,15.52,3.9
40794,2025-03-07,5,51,67,33,Kosmetika,21.7,7.57,4,3.1,Vaxtında,,1.95,13.36,26.04,4.7
40795,2024-09-11,5,45,60,843,Sənəd,12.6,16.64,4,2.7,Vaxtında,,1.13,8.63,16.23,4.5
40796,2023-10-13,1,10,2,83,Geyim,13.1,4.36,24,19.7,Vaxtında,,1.7,11.16,22.64,4.4
40797,2023-08-28,4,44,54,81,Elektronika,10.0,3.22,24,10.9,Vaxtında,,1.3,8.8,19.41,4.1
40798,2025-06-05,4,36,57,915,Geyim,9.0,5.85,48,33.5,Vaxtında,,0.32,4.53,11.82,4.9
40799,2024-09-05,3,34,40,1445,Kosmetika,7.2,21.46,24,16.2,Vaxtında,,0.65,5.8,13.62,3.6
40800,2023-08-08,3,30,42,663,Qida,9.2,14.04,4,1.8,Vaxtında,,1.2,8.52,17.75,5.0
40801,2023-01-07,2,20,19,911,Qida,13.6,14.99,24,14.1,Vaxtında,,1.22,9.13,19.4,4.7
40802,2023-08-04,4,36,51,676,Elektronika,12.2,1.26,24,12.4,Vaxtında,,0.43,5.51,13.27,4.0
40803,2024-11-11,1,6,8,217,Mebel/İri həcmli,2.9,16.89,4,2.1,Vaxtında,,0.1,2.72,7.76,4.4
40804,2024-08-08,2,20,19,981,Qida,12.5,31.68,24,25.3,Gecikmiş,,1.12,9.03,19.89,3.0
40805,2023-10-20,5,45,61,904,Kosmetika,10.6,7.43,48,24.6,Vaxtında,,0.95,7.25,14.5,5.0
40806,2024-06-22,1,6,10,922,Sənəd,26.4,6.73,48,31.9,Vaxtında,,0.92,10.64,23.89,3.7
40807,2025-02-27,3,31,39,1369,Qida,7.1,19.9,48,21.7,Vaxtında,,0.64,5.7,10.89,4.6
40808,2024-04-28,3,27,43,240,Geyim,12.7,11.91,24,22.1,Vaxtında,,2.79,15.53,28.1,4.7
40809,2023-02-12,2,25,24,76,Kosmetika,4.8,7.0,24,8.1,Vaxtında,,0.62,5.01,11.26,5.0
40810,2023-11-03,3,32,36,893,Geyim,8.6,11.39,24,25.9,Gecikmiş,,0.3,4.55,10.77,2.9
40811,2023-04-03,1,6,11,285,Elektronika,16.1,14.02,4,1.3,Vaxtında,,0.56,7.26,14.96,4.0
40812,2024-08-05,3,32,44,975,Qida,7.4,22.15,4,1.2,Vaxtında,,0.26,4.45,9.47,4.3
40813,2023-09-26,3,29,40,271,Kosmetika,5.0,4.66,48,24.7,Vaxtında,,0.65,5.09,12.64,3.6
40814,2024-09-12,3,34,39,885,Elektronika,7.3,3.83,24,22.5,Vaxtında,,0.66,5.33,11.78,4.0
40815,2024-11-23,1,1,12,138,Elektronika,8.6,21.32,4,2.9,Vaxtında,,1.12,8.29,18.53,4.4
